QueryId,DocumentId
243,clueweb12-0207wb-65-19371
243,clueweb12-0603wb-56-00737
243,clueweb12-0207wb-57-32164
243,clueweb12-0603wb-37-19638
243,clueweb12-0601wb-46-15429
243,clueweb12-1000tw-06-04549
243,clueweb12-0208wb-88-04458
243,clueweb12-0209wb-16-02922
243,clueweb12-0206wb-61-11788
243,clueweb12-1604wb-73-04553
243,clueweb12-1316wb-33-24582
243,clueweb12-0210wb-95-20401
243,clueweb12-1600wb-55-12845
243,clueweb12-1716wb-97-06304
243,clueweb12-0101wb-74-23202
243,clueweb12-0100tw-54-08651
243,clueweb12-0302wb-13-01977
243,clueweb12-0211wb-72-27049
243,clueweb12-1814wb-79-29532
243,clueweb12-1000tw-15-10295
243,clueweb12-1009wb-33-23415
243,clueweb12-0903wb-59-11727
243,clueweb12-0208wb-70-11226
243,clueweb12-0208wb-55-13040
243,clueweb12-0000tw-44-14021
243,clueweb12-0102wb-89-07956
243,clueweb12-0102wb-98-09771
243,clueweb12-0502wb-60-04865
243,clueweb12-1400tw-50-07795
243,clueweb12-0403wb-67-01474
243,clueweb12-0708wb-76-27164
243,clueweb12-1008wb-33-04188
243,clueweb12-0900tw-96-11958
243,clueweb12-0408wb-93-09140
243,clueweb12-0409wb-18-22114
243,clueweb12-1409wb-60-08210
243,clueweb12-0400tw-90-15971
243,clueweb12-1107wb-22-04459
243,clueweb12-0408wb-76-14400
243,clueweb12-0210wb-36-26085
243,clueweb12-0603wb-79-09930
243,clueweb12-0604wb-58-21658
243,clueweb12-0210wb-30-10718
243,clueweb12-0102wb-76-10405
243,clueweb12-0604wb-48-27481
243,clueweb12-0102wb-56-06076
243,clueweb12-0103wb-27-01483
243,clueweb12-0603wb-90-15067
243,clueweb12-0103wb-70-31148
243,clueweb12-0604wb-77-11903
243,clueweb12-0101wb-17-12402
243,clueweb12-1315wb-02-17397
243,clueweb12-0102wb-85-15709
243,clueweb12-0207wb-81-07469
243,clueweb12-0100wb-96-20445
243,clueweb12-0600wb-99-29268
243,clueweb12-0103wb-27-01469
243,clueweb12-0101wb-87-09411
243,clueweb12-0103wb-16-10777
243,clueweb12-0101wb-06-01203
243,clueweb12-0100wb-16-01525
243,clueweb12-0102wb-56-06090
243,clueweb12-0100wb-84-16991
243,clueweb12-0000wb-19-28775
243,clueweb12-0100wb-80-25718
243,clueweb12-0101wb-60-31524
243,clueweb12-0104wb-18-13278
243,clueweb12-0101wb-06-01217
243,clueweb12-0102wb-85-15723
243,clueweb12-0103wb-47-29219
243,clueweb12-0102wb-34-05723
243,clueweb12-0604wb-33-27275
243,clueweb12-0103wb-88-15571
243,clueweb12-0102wb-62-17157
243,clueweb12-0100wb-58-15700
243,clueweb12-0604wb-33-27289
243,clueweb12-0308wb-46-14940
243,clueweb12-0811wb-54-23150
243,clueweb12-0208wb-42-04692
243,clueweb12-0211wb-44-01345
243,clueweb12-0100wb-39-01525
243,clueweb12-0104wb-08-01049
243,clueweb12-0103wb-46-16795
243,clueweb12-0209wb-88-16729
243,clueweb12-0604wb-23-12386
243,clueweb12-0208wb-16-18041
243,clueweb12-0102wb-76-10391
243,clueweb12-0100wb-58-15686
243,clueweb12-0603wb-90-15053
243,clueweb12-0604wb-68-00959
243,clueweb12-1810wb-16-06215
243,clueweb12-0207wb-58-18008
243,clueweb12-0208wb-62-20577
243,clueweb12-0101wb-46-17337
243,clueweb12-0102wb-96-07913
243,clueweb12-0103wb-62-06104
243,clueweb12-0604wb-02-03137
243,clueweb12-0103wb-62-06090
243,clueweb12-0102wb-43-15924
243,clueweb12-0103wb-36-00713
243,clueweb12-0102wb-25-01135
243,clueweb12-0101wb-28-05811
243,clueweb12-0101wb-70-03977
243,clueweb12-0011wb-33-21235
243,clueweb12-0604wb-68-00945
243,clueweb12-0101wb-87-09397
243,clueweb12-0103wb-05-05460
243,clueweb12-0100wb-68-03573
243,clueweb12-0207wb-50-24238
243,clueweb12-0208wb-56-02911
243,clueweb12-0601wb-34-31120
243,clueweb12-0101wb-37-12243
243,clueweb12-0210wb-36-26071
243,clueweb12-0208wb-99-16421
243,clueweb12-0604wb-58-21644
243,clueweb12-0100wb-96-20459
243,clueweb12-0209wb-41-12430
243,clueweb12-0604wb-14-07122
243,clueweb12-0604wb-68-00973
243,clueweb12-0604wb-77-11917
243,clueweb12-0604wb-14-07136
243,clueweb12-0605wb-81-19606
243,clueweb12-0604wb-48-27467
243,clueweb12-0210wb-13-28167
243,clueweb12-0105wb-29-12475
243,clueweb12-0211wb-25-23911
243,clueweb12-0601wb-18-15768
243,clueweb12-0101wb-37-12229
243,clueweb12-0100wb-48-23269
243,clueweb12-0103wb-99-07940
243,clueweb12-0101wb-46-17351
243,clueweb12-0103wb-16-10763
243,clueweb12-1814wb-42-04405
243,clueweb12-0102wb-43-15910
243,clueweb12-0208wb-02-15266
243,clueweb12-0604wb-02-03151
243,clueweb12-0102wb-05-09498
243,clueweb12-0604wb-00-28477
243,clueweb12-0210wb-30-10732
243,clueweb12-0101wb-70-03991
243,clueweb12-0210wb-58-23104
243,clueweb12-0604wb-23-12372
243,clueweb12-0209wb-33-07316
243,clueweb12-0103wb-99-07926
243,clueweb12-0209wb-80-15346
243,clueweb12-0102wb-15-32061
243,clueweb12-0101wb-96-10066
243,clueweb12-0100wb-68-03587
243,clueweb12-0100wb-08-06165
243,clueweb12-1601wb-22-29156
243,clueweb12-1804wb-46-24256
243,clueweb12-1202wb-45-26194
243,clueweb12-1202wb-41-30865
243,clueweb12-0501wb-38-08123
243,clueweb12-0207wb-42-06682
243,clueweb12-1707wb-96-20348
243,clueweb12-0404wb-04-25156
243,clueweb12-0206wb-59-15309
243,clueweb12-0007wb-22-30432
243,clueweb12-0404wb-16-15940
243,clueweb12-1316wb-10-11805
243,clueweb12-0918wb-00-17700
243,clueweb12-0506wb-91-14196
243,clueweb12-0411wb-57-30680
243,clueweb12-1703wb-39-03049
243,clueweb12-1704wb-57-06751
243,clueweb12-0913wb-18-10652
243,clueweb12-0103wb-09-13780
243,clueweb12-1501wb-85-04143
243,clueweb12-1513wb-58-08394
243,clueweb12-1313wb-29-02745
243,clueweb12-0205wb-75-06957
243,clueweb12-0702wb-93-28502
243,clueweb12-1006wb-24-22912
243,clueweb12-1410wb-38-15367
243,clueweb12-0817wb-48-22413
243,clueweb12-1910wb-95-21729
243,clueweb12-0100wb-81-16116
243,clueweb12-0307wb-68-16424
243,clueweb12-1504wb-67-39318
243,clueweb12-0101wb-60-31510
243,clueweb12-0610wb-71-11917
243,clueweb12-1019wb-52-01430
243,clueweb12-0201wb-73-04919
243,clueweb12-1811wb-22-26217
243,clueweb12-0707wb-60-19253
243,clueweb12-0309wb-20-02171
243,clueweb12-0000wb-53-16464
243,clueweb12-0103wb-88-15557
243,clueweb12-0410wb-98-20842
243,clueweb12-0204wb-90-15522
243,clueweb12-0013wb-72-19210
243,clueweb12-0001wb-91-34031
243,clueweb12-0201wb-96-21733
243,clueweb12-1104wb-71-04394
243,clueweb12-1600wb-63-29064
243,clueweb12-0309wb-20-02157
243,clueweb12-0609wb-14-26884
243,clueweb12-1005wb-51-05592
243,clueweb12-1706wb-83-13909
243,clueweb12-0202wb-59-01301
243,clueweb12-0101wb-24-31681
243,clueweb12-0308wb-56-23421
243,clueweb12-0307wb-91-05903
243,clueweb12-0906wb-05-11372
243,clueweb12-0604wb-20-25646
243,clueweb12-1411wb-11-03825
243,clueweb12-1203wb-96-06643
243,clueweb12-1612wb-28-09109
243,clueweb12-0306wb-90-07680
243,clueweb12-1117wb-11-20867
243,clueweb12-0400wb-02-34650
243,clueweb12-0308wb-91-16021
243,clueweb12-1114wb-07-16265
243,clueweb12-0202wb-07-09515
243,clueweb12-1103wb-10-10138
243,clueweb12-0211wb-81-13806
243,clueweb12-1213wb-65-10972
243,clueweb12-1409wb-06-02167
243,clueweb12-0919wb-98-17595
243,clueweb12-0407wb-61-26051
243,clueweb12-0000tw-01-08723
243,clueweb12-1912wb-20-13115
243,clueweb12-0309wb-04-01436
243,clueweb12-0103wb-81-09185
243,clueweb12-1000tw-10-14677
243,clueweb12-1004wb-12-11128
243,clueweb12-0102wb-05-09512
243,clueweb12-0307wb-83-23889
243,clueweb12-0600wb-29-12330
243,clueweb12-0011wb-58-01736
243,clueweb12-0403wb-04-07297
243,clueweb12-0507wb-66-23749
243,clueweb12-0607wb-69-30297
243,clueweb12-0201wb-23-00349
243,clueweb12-1201wb-45-12624
243,clueweb12-0700wb-25-19611
243,clueweb12-0100wb-51-05012
243,clueweb12-0404wb-71-19870
243,clueweb12-0002wb-54-10074
243,clueweb12-0112wb-59-12431
243,clueweb12-0305wb-66-19942
243,clueweb12-0608wb-77-11447
243,clueweb12-1109wb-68-09547
243,clueweb12-0206wb-15-16649
243,clueweb12-0300wb-55-20100
243,clueweb12-1004wb-82-07191
243,clueweb12-1413wb-21-02850
243,clueweb12-0919wb-53-25567
243,clueweb12-1806wb-10-21964
243,clueweb12-0404wb-55-21595
243,clueweb12-0107wb-22-13092
243,clueweb12-0006wb-53-26052
243,clueweb12-0203wb-68-19267
243,clueweb12-0000wb-22-00223
243,clueweb12-0103wb-05-05446
243,clueweb12-0609wb-70-03869
243,clueweb12-0300wb-20-15122
243,clueweb12-0112wb-50-02212
243,clueweb12-1314wb-52-25859
243,clueweb12-1912wb-34-24004
243,clueweb12-0100wb-39-20101
243,clueweb12-0816wb-14-00523
243,clueweb12-0307wb-04-04125
243,clueweb12-1515wb-54-25152
243,clueweb12-0004wb-13-22470
243,clueweb12-0900tw-85-20512
243,clueweb12-1709wb-67-13043
243,clueweb12-0309wb-04-01450
243,clueweb12-0300wb-83-24511
243,clueweb12-1501wb-46-20354
243,clueweb12-0101wb-17-12416
243,clueweb12-0100wb-27-21147
243,clueweb12-0712wb-73-16607
243,clueweb12-0200wb-55-36246
243,clueweb12-0714wb-25-18375
243,clueweb12-0912wb-91-16585
243,clueweb12-1900tw-51-18154
243,clueweb12-0600tw-27-15167
243,clueweb12-0400wb-99-15132
243,clueweb12-1300wb-52-14219
243,clueweb12-0102wb-30-14020
243,clueweb12-1310wb-43-04040
243,clueweb12-1010wb-51-09478
243,clueweb12-0308wb-23-17422
243,clueweb12-0606wb-72-14137
243,clueweb12-1105wb-95-10281
243,clueweb12-0401wb-91-25530
243,clueweb12-0300wb-16-11363
243,clueweb12-0013wb-80-20016
243,clueweb12-0501wb-68-24564
243,clueweb12-1600wb-74-26302
243,clueweb12-1900tw-51-18182
243,clueweb12-0101wb-74-23258
243,clueweb12-0412wb-15-30521
243,clueweb12-0208wb-88-08392
243,clueweb12-0102wb-80-03043
243,clueweb12-1407wb-95-23274
243,clueweb12-1217wb-29-28385
243,clueweb12-1605wb-34-21479
243,clueweb12-1300tw-29-05541
243,clueweb12-0716wb-10-30551
243,clueweb12-0000tw-11-12737
235,clueweb12-0300wb-71-26323
235,clueweb12-1815wb-38-01274
235,clueweb12-0005wb-00-14750
235,clueweb12-1100wb-75-05092
235,clueweb12-1506wb-79-00761
235,clueweb12-0603wb-63-35072
235,clueweb12-1508wb-36-07007
235,clueweb12-1506wb-67-18798
235,clueweb12-1200wb-35-23575
235,clueweb12-1800tw-55-17227
235,clueweb12-0511wb-32-13586
235,clueweb12-1714wb-57-09989
235,clueweb12-0106wb-53-02566
235,clueweb12-1109wb-87-00283
235,clueweb12-1614wb-83-25804
235,clueweb12-0000wb-49-04823
235,clueweb12-0511wb-32-13614
235,clueweb12-0001wb-96-19298
235,clueweb12-1614wb-72-02768
235,clueweb12-1207wb-32-01788
235,clueweb12-1204wb-62-04512
235,clueweb12-0300tw-11-24775
235,clueweb12-0511wb-32-13600
235,clueweb12-0511wb-88-29400
235,clueweb12-0919wb-65-05451
235,clueweb12-0109wb-10-08186
235,clueweb12-0302wb-16-13315
235,clueweb12-0202wb-53-22623
235,clueweb12-0700tw-83-18023
235,clueweb12-1103wb-98-00199
235,clueweb12-0605wb-58-02562
235,clueweb12-1013wb-52-31545
235,clueweb12-0511wb-44-06151
235,clueweb12-0104wb-79-30141
235,clueweb12-1413wb-69-21740
235,clueweb12-1502wb-22-17497
235,clueweb12-0110wb-98-19392
235,clueweb12-0111wb-70-22957
235,clueweb12-1614wb-52-12137
235,clueweb12-0112wb-23-05545
235,clueweb12-0109wb-02-16417
235,clueweb12-0111wb-90-04467
235,clueweb12-0111wb-19-22209
235,clueweb12-0111wb-62-14309
235,clueweb12-1405wb-66-25692
235,clueweb12-0813wb-07-11461
235,clueweb12-0410wb-18-25186
235,clueweb12-0703wb-17-07403
235,clueweb12-1800tw-02-20296
235,clueweb12-1200wb-45-17998
235,clueweb12-1700wb-06-01026
235,clueweb12-1711wb-24-12998
235,clueweb12-0111wb-95-21329
235,clueweb12-1515wb-95-33406
235,clueweb12-1600wb-41-25862
235,clueweb12-1413wb-06-14118
235,clueweb12-1414wb-67-32419
235,clueweb12-1100wb-69-00813
235,clueweb12-1101wb-16-04109
235,clueweb12-1100wb-86-16281
235,clueweb12-0306wb-74-11567
235,clueweb12-1804wb-55-07191
235,clueweb12-1500wb-77-30798
235,clueweb12-1510wb-87-14158
235,clueweb12-0301wb-91-22790
235,clueweb12-0000wb-70-29833
235,clueweb12-0011wb-77-15171
235,clueweb12-1703wb-90-01468
235,clueweb12-1516wb-41-34283
235,clueweb12-0900tw-85-07032
235,clueweb12-1906wb-77-19508
235,clueweb12-1701wb-30-27758
235,clueweb12-1101wb-23-18778
235,clueweb12-1107wb-65-20067
235,clueweb12-1108wb-15-02265
235,clueweb12-1903wb-27-19822
235,clueweb12-1415wb-94-03943
235,clueweb12-1911wb-61-34113
235,clueweb12-1804wb-25-19125
235,clueweb12-1703wb-85-11175
235,clueweb12-0400wb-20-36384
235,clueweb12-1804wb-25-19111
235,clueweb12-1804wb-61-22819
235,clueweb12-0202wb-91-26270
235,clueweb12-1804wb-55-07205
235,clueweb12-1804wb-41-12242
235,clueweb12-1804wb-47-15527
235,clueweb12-1500wb-68-22535
235,clueweb12-1804wb-58-15948
235,clueweb12-1703wb-78-09331
235,clueweb12-1103wb-26-19727
235,clueweb12-1010wb-35-29768
235,clueweb12-0111wb-39-28626
235,clueweb12-1414wb-06-20117
235,clueweb12-1412wb-30-08198
235,clueweb12-1800wb-79-09623
235,clueweb12-1904wb-01-08052
235,clueweb12-0411wb-62-22291
235,clueweb12-0001wb-96-19312
235,clueweb12-0001wb-78-13346
235,clueweb12-1415wb-21-23884
235,clueweb12-0400wb-30-14473
235,clueweb12-1804wb-41-12256
235,clueweb12-1804wb-47-15541
235,clueweb12-1804wb-58-15934
235,clueweb12-1415wb-36-33783
235,clueweb12-0512wb-29-16632
235,clueweb12-1804wb-55-07177
235,clueweb12-0600tw-05-13447
235,clueweb12-0106wb-41-32457
235,clueweb12-1413wb-53-04502
235,clueweb12-0007wb-62-18218
235,clueweb12-0300wb-04-10213
235,clueweb12-0301wb-31-32269
235,clueweb12-1901wb-74-15346
235,clueweb12-0503wb-38-17907
235,clueweb12-0804wb-38-18507
235,clueweb12-0309wb-39-15438
235,clueweb12-0605wb-09-11294
235,clueweb12-0511wb-99-01157
235,clueweb12-0000wb-48-31675
235,clueweb12-1005wb-42-03559
235,clueweb12-1814wb-11-18451
235,clueweb12-1600tw-12-10253
235,clueweb12-0816wb-29-01276
235,clueweb12-1807wb-48-29986
235,clueweb12-0611wb-73-34801
235,clueweb12-1103wb-62-01925
235,clueweb12-1102wb-30-01481
235,clueweb12-1306wb-75-09046
235,clueweb12-1502wb-84-11728
235,clueweb12-1100wb-87-26611
235,clueweb12-1400wb-83-25453
235,clueweb12-1610wb-60-00083
235,clueweb12-0913wb-82-13381
235,clueweb12-1704wb-44-11891
235,clueweb12-1500tw-56-08563
235,clueweb12-1413wb-26-13192
235,clueweb12-1700wb-06-01040
235,clueweb12-1413wb-43-10597
235,clueweb12-1000tw-25-19691
235,clueweb12-1401wb-93-04552
235,clueweb12-1609wb-79-10182
235,clueweb12-0511wb-85-17636
235,clueweb12-1402wb-16-03661
235,clueweb12-1609wb-46-26663
235,clueweb12-0805wb-34-11449
235,clueweb12-1401wb-36-27696
235,clueweb12-1400wb-72-15245
235,clueweb12-1401wb-35-06239
235,clueweb12-0608wb-80-19818
235,clueweb12-1413wb-93-03496
235,clueweb12-1609wb-86-27398
235,clueweb12-0208wb-66-10524
235,clueweb12-1412wb-70-18499
235,clueweb12-1413wb-67-22686
235,clueweb12-1608wb-87-03227
235,clueweb12-0813wb-63-10394
235,clueweb12-1401wb-23-14873
235,clueweb12-1608wb-30-09067
235,clueweb12-1703wb-78-03916
235,clueweb12-1608wb-31-21913
235,clueweb12-1401wb-51-13868
235,clueweb12-1610wb-76-06944
235,clueweb12-0209wb-88-08726
235,clueweb12-1609wb-67-18697
235,clueweb12-0512wb-62-25392
235,clueweb12-1401wb-12-01066
235,clueweb12-1610wb-36-14241
235,clueweb12-1300tw-41-07603
235,clueweb12-0802wb-61-09233
235,clueweb12-1110wb-32-21606
235,clueweb12-1609wb-56-15809
235,clueweb12-1400wb-25-24218
235,clueweb12-1413wb-88-16070
235,clueweb12-1701wb-79-12942
235,clueweb12-1705wb-45-04693
235,clueweb12-1413wb-18-05527
235,clueweb12-1413wb-03-03397
235,clueweb12-1401wb-10-19731
235,clueweb12-1608wb-14-13769
235,clueweb12-0303wb-08-27099
235,clueweb12-0715wb-05-25845
235,clueweb12-1400wb-96-01806
235,clueweb12-1610wb-09-17363
235,clueweb12-1609wb-46-26677
235,clueweb12-0601wb-88-00811
235,clueweb12-1609wb-79-10196
235,clueweb12-1402wb-09-10812
235,clueweb12-1401wb-07-25606
235,clueweb12-1413wb-74-05067
235,clueweb12-0716wb-91-07846
235,clueweb12-0608wb-50-26989
235,clueweb12-1610wb-32-20656
235,clueweb12-1401wb-49-31512
235,clueweb12-1401wb-67-02826
235,clueweb12-1610wb-32-20670
235,clueweb12-0805wb-34-11463
235,clueweb12-0400tw-36-06032
235,clueweb12-1000wb-93-25221
235,clueweb12-1400wb-65-18067
235,clueweb12-0804wb-08-13170
235,clueweb12-0702wb-52-05819
235,clueweb12-0804wb-08-13142
235,clueweb12-1610wb-26-03289
235,clueweb12-1413wb-37-22571
235,clueweb12-1609wb-68-29710
235,clueweb12-0301wb-31-32788
235,clueweb12-1609wb-56-15795
235,clueweb12-0803wb-23-18175
235,clueweb12-1104wb-08-02198
235,clueweb12-1610wb-21-29461
235,clueweb12-1402wb-03-16085
235,clueweb12-0612wb-14-32256
235,clueweb12-0716wb-29-13920
235,clueweb12-1413wb-43-10611
235,clueweb12-1500tw-08-06248
235,clueweb12-0300tw-60-03869
235,clueweb12-1600wb-39-13629
235,clueweb12-0102wb-59-30940
235,clueweb12-1401wb-36-27682
235,clueweb12-1412wb-55-24739
235,clueweb12-1609wb-31-02104
235,clueweb12-1401wb-64-06582
235,clueweb12-1400wb-38-20040
235,clueweb12-0804wb-40-17277
235,clueweb12-1400wb-18-21147
235,clueweb12-1401wb-35-06225
235,clueweb12-0311wb-25-15503
235,clueweb12-1400wb-82-08258
235,clueweb12-0803wb-65-12733
235,clueweb12-1400wb-52-08617
235,clueweb12-1811wb-24-30761
235,clueweb12-1210wb-43-29239
235,clueweb12-0700tw-23-01391
235,clueweb12-0106wb-32-02199
235,clueweb12-1401wb-72-12911
235,clueweb12-1609wb-86-27412
235,clueweb12-1402wb-06-14804
235,clueweb12-0511wb-52-15230
235,clueweb12-0805wb-10-14027
235,clueweb12-1413wb-72-14403
235,clueweb12-1116wb-64-09354
235,clueweb12-0804wb-40-17249
235,clueweb12-1911wb-47-24565
235,clueweb12-1400wb-24-07863
235,clueweb12-1609wb-23-08123
235,clueweb12-0207wb-81-01249
235,clueweb12-1200wb-29-08486
235,clueweb12-0300tw-28-16181
235,clueweb12-1400wb-45-26010
235,clueweb12-1401wb-65-23722
235,clueweb12-1401wb-91-22948
235,clueweb12-0206wb-61-26340
235,clueweb12-1100tw-75-14315
235,clueweb12-0803wb-23-18189
235,clueweb12-1401wb-48-10251
235,clueweb12-0205wb-75-18259
235,clueweb12-0700tw-17-19543
235,clueweb12-1401wb-91-22934
235,clueweb12-0300wb-94-21398
235,clueweb12-0804wb-11-11858
235,clueweb12-1117wb-70-12673
235,clueweb12-1610wb-31-10238
235,clueweb12-0804wb-84-14059
235,clueweb12-1103wb-34-21015
235,clueweb12-1401wb-72-12925
235,clueweb12-0800tw-29-15304
235,clueweb12-1400wb-53-29311
235,clueweb12-0804wb-63-07759
235,clueweb12-0606wb-17-18318
235,clueweb12-1413wb-67-22700
235,clueweb12-1609wb-38-03949
235,clueweb12-1610wb-86-21823
235,clueweb12-0608wb-92-33737
235,clueweb12-1400wb-94-23047
235,clueweb12-1401wb-52-31568
235,clueweb12-1400wb-64-02116
235,clueweb12-1610wb-74-26132
235,clueweb12-1600tw-30-08178
235,clueweb12-1400tw-38-17704
235,clueweb12-1516wb-72-06985
235,clueweb12-0804wb-84-14073
235,clueweb12-0410wb-84-09817
235,clueweb12-1300tw-24-04089
235,clueweb12-1400wb-83-25439
235,clueweb12-1413wb-37-22585
235,clueweb12-1608wb-31-21927
235,clueweb12-1401wb-30-19184
235,clueweb12-1400wb-64-02102
235,clueweb12-1200wb-35-23589
235,clueweb12-1402wb-06-14818
235,clueweb12-1401wb-39-28798
235,clueweb12-1400wb-28-25633
235,clueweb12-0207wb-23-28252
235,clueweb12-0008wb-57-29252
235,clueweb12-1610wb-27-11818
235,clueweb12-0918wb-42-19247
235,clueweb12-1710wb-61-07330
235,clueweb12-0204wb-20-12696
235,clueweb12-1413wb-74-05053
235,clueweb12-1001wb-76-08234
235,clueweb12-1500tw-92-10873
235,clueweb12-1400wb-65-18053
235,clueweb12-1401wb-20-11294
235,clueweb12-1701wb-83-08182
235,clueweb12-1907wb-67-04524
235,clueweb12-1402wb-09-10798
235,clueweb12-0206wb-73-23850
235,clueweb12-0803wb-23-18147
235,clueweb12-1102wb-91-01818
235,clueweb12-0602wb-88-19645
235,clueweb12-1400wb-24-07877
235,clueweb12-1217wb-89-21218
235,clueweb12-1609wb-33-25346
235,clueweb12-1412wb-70-18485
235,clueweb12-1401wb-87-17147
235,clueweb12-1000tw-21-01909
235,clueweb12-1413wb-88-16084
235,clueweb12-0206wb-45-23959
235,clueweb12-0102wb-52-02085
235,clueweb12-1608wb-57-29338
235,clueweb12-1400wb-73-34480
235,clueweb12-1401wb-03-04795
235,clueweb12-1609wb-80-26109
235,clueweb12-1401wb-77-23080
235,clueweb12-1400wb-18-21133
235,clueweb12-1609wb-68-29724
235,clueweb12-0207wb-42-21769
235,clueweb12-1608wb-52-01293
235,clueweb12-1400wb-37-01283
235,clueweb12-0307wb-97-29851
235,clueweb12-1506wb-62-29417
235,clueweb12-1909wb-84-21448
235,clueweb12-0200tw-02-03880
235,clueweb12-1413wb-64-05323
235,clueweb12-1609wb-99-12062
235,clueweb12-1610wb-74-26118
235,clueweb12-1401wb-65-23708
235,clueweb12-0000wb-29-23489
235,clueweb12-1401wb-80-22160
235,clueweb12-1413wb-67-22714
235,clueweb12-1610wb-71-23288
235,clueweb12-0601wb-77-34691
235,clueweb12-1400wb-27-06448
235,clueweb12-1610wb-70-11360
235,clueweb12-1412wb-88-04652
235,clueweb12-1117wb-77-21707
235,clueweb12-1400wb-93-07028
235,clueweb12-1401wb-80-22174
235,clueweb12-0600wb-53-16189
235,clueweb12-0203wb-11-14459
235,clueweb12-0803wb-65-12761
235,clueweb12-1401wb-10-19745
235,clueweb12-0205wb-25-24605
235,clueweb12-0013wb-42-30863
235,clueweb12-1000wb-32-24711
235,clueweb12-1104wb-01-00433
235,clueweb12-0906wb-28-19386
235,clueweb12-0603wb-05-03577
235,clueweb12-1412wb-88-04666
235,clueweb12-0300wb-10-17422
235,clueweb12-1400wb-91-28834
235,clueweb12-1410wb-79-04328
235,clueweb12-0604wb-53-17212
235,clueweb12-1400wb-80-28794
235,clueweb12-0802wb-61-09191
235,clueweb12-1401wb-07-25620
235,clueweb12-0608wb-62-19073
235,clueweb12-1401wb-38-11267
235,clueweb12-1402wb-07-27526
235,clueweb12-0716wb-91-07860
235,clueweb12-0900tw-92-21436
235,clueweb12-1401wb-94-22910
235,clueweb12-1400wb-35-17743
235,clueweb12-1400wb-45-25996
